f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
5303775,50933.09713545244,1.0,0.0,0.875,6.903575777609277,0.7902914747310289,0.6332571190400427,0.9625854443649142,0.6000488209712574,0.5156792968166096,0.5532649103947876,0.7089308050216906,0.5687599617019923,0.5169434775966418,0.7199329535275767,0.0,0.020000000000000046
5304031,50931.23853155634,1.0,0.0,0.875,6.760478948723154,0.7780722444911448,0.6272226951512331,0.9623406245071083,0.6028050663642991,0.49318708189706373,0.5573053680769918,0.7071935120908034,0.552809256046963,0.5039027144639807,0.7163912323063965,0.0,0.025000000000000036
5304403,50931.82028913209,1.0,0.0,0.875,7.049179390700289,0.7713280713514694,0.6448610729500245,0.9656721372889371,0.6038514487819266,0.5147126260157572,0.5370084763466695,0.7092830190837213,0.5656347396288912,0.5149452546249119,0.7218729397589595,0.0,0.025000000000000046
5304442,50931.22878913209,1.0,0.0,0.875,6.814396360073263,0.7829692640959037,0.6397389661308749,0.9625313319151517,0.6004528951181233,0.5156565713193554,0.5416408891914309,0.7092576853838202,0.5763309624602739,0.5135419727603397,0.7263650155892509,0.0,0.020000000000000046
5304973,50932.92051640482,1.0,0.0,0.875,6.76949230792843,0.773586075583936,0.66561153249306,0.9623552049493576,0.6036122857078331,0.513256850040322,0.5490214969416981,0.708921363151589,0.5645133969650571,0.5048383844029513,0.7196259356327435,0.0,0.020000000000000046
5305030,50932.47468307149,1.0,0.0,0.875,6.597906867137406,0.7684979307780264,0.6734117052738122,0.9650209443034578,0.603100383020799,0.51279159382369,0.5558791390382406,0.7092713061672138,0.5665753277188069,0.5076541547307472,0.7130808110064659,0.0,0.025000000000000046
5305072,50934.13379575727,1.0,0.0,0.875,6.848599992003945,0.7681502919905023,0.6756911013528969,0.9652127446625673,0.6066054586095249,0.5129490817918986,0.5396314301339532,0.7095959880541761,0.559648227859462,0.5151983143893725,0.722311702616385,0.0,0.020000000000000046
5305648,50932.378795757264,1.0,0.0,0.875,6.877914763185123,0.7626201950324172,0.6725091758738916,0.9664680919928296,0.604627473216441,0.5240126330544225,0.5488609283921749,0.7088403928114453,0.5722404166316772,0.5129081946115578,0.7264243408341262,0.0,0.020000000000000046
5305672,50932.83879575727,1.0,0.0,0.875,6.937936381037616,0.7505998226917847,0.6735434526879891,0.9653641526225184,0.6065489984636319,0.5234873208499992,0.5470273613309421,0.7092498454154634,0.5674575212843942,0.5179960843970239,0.7248483840512053,0.0,0.020000000000000046
5305711,50932.378795757264,1.0,0.0,0.875,7.079312160836601,0.7678293002181793,0.6749110968340939,0.9656241294685287,0.6027392704684835,0.5144491121488449,0.5451603976837719,0.7090737095187409,0.5712985844224173,0.5093121502306358,0.7239462638115839,0.0,0.020000000000000046
5306077,50934.93299241492,1.0,0.0,0.875,6.9442423548951595,0.7605452601643597,0.645685075999293,0.9638313618571994,0.6022483888533859,0.5271238003584243,0.5562340808425302,0.708959268790967,0.5653508164416314,0.5188587955091057,0.7221640748537791,0.0,0.020000000000000046
5306144,50932.105526505824,1.0,0.0,0.875,6.579797523384428,0.7728306643793248,0.6487143249312887,0.9639161046286091,0.6020067527789607,0.5248600278988105,0.5526157425086683,0.7092551338873024,0.5743264553301934,0.5186268706889564,0.7236644533458932,0.0,0.020000000000000046
5306424,50932.12047095027,1.0,0.0,0.875,6.362256850127412,0.7647416533596624,0.6390740239716008,0.9623869452404875,0.6018900819451602,0.5181067567001607,0.5620089199140522,0.7092518745181917,0.5676358844844654,0.5156784151336999,0.7182533139120492,0.0,0.020000000000000046
5306824,50933.30490817971,1.0,0.0,0.875,6.464262809576334,0.7795225264084947,0.6222553676803019,0.9635858852719956,0.6038177577343068,0.5184045717031429,0.5531717232650688,0.7092150671439796,0.575781617484897,0.5132263184263021,0.7232056869716091,0.0,0.020000000000000046
5307424,50932.409511354315,1.0,0.0,0.875,6.914012371363966,0.7691501345175817,0.6187903515257758,0.9638219616448293,0.6000727249327126,0.5117416293375602,0.5662595226100829,0.7092711853761607,0.552301150161945,0.5155447311347049,0.719821815326203,0.0,0.025000000000000036
5307842,50931.178561859364,1.0,0.0,0.875,6.781371042379379,0.7836722407010932,0.6332877732365768,0.9615500901757675,0.5990824371158333,0.5159745309426421,0.5617014594575619,0.7092634201996554,0.5677684304534503,0.5239246988388303,0.7256509410142322,0.0,0.025000000000000036
5308302,50931.119713374515,1.0,0.0,0.875,6.54883242623274,0.7717896306616155,0.6472603835906124,0.9628868181999026,0.6003992893477464,0.5277382373333462,0.555342030511131,0.7092697807757508,0.5696059775450967,0.5045623175652193,0.72630821184566,0.0,0.025000000000000046
5308332,50929.82471337452,1.0,0.0,0.875,6.997435839310512,0.770526493197891,0.6363009411906781,0.9639588816152783,0.600600819487629,0.5227232687733541,0.5510801494106099,0.7089255405235869,0.5571257712546923,0.5186701969783719,0.722385469623293,0.0,0.025000000000000046
5308386,50929.952046707855,1.0,0.0,0.875,6.4176729672451795,0.762200439871549,0.6492190303199594,0.9644349306154788,0.599429119568622,0.5196057061774194,0.5329505398875061,0.7092577087402389,0.5676383867259072,0.511914283141957,0.7277226827519021,0.0,0.025000000000000046
5308727,50929.952046707855,1.0,0.0,0.875,6.803978279509812,0.7726033103696985,0.6465234225855646,0.9652152828823815,0.6005223078720474,0.5121361745554057,0.5427508209991961,0.7089385474393539,0.5538823174129042,0.5192385403641736,0.7215503529624101,0.0,0.020000000000000046
5308764,50934.093035704966,1.0,0.0,0.875,7.113634160576747,0.772847913041269,0.639778868461932,0.963627206450709,0.6010777307066267,0.5074893218355967,0.5532075844292089,0.7089239240964584,0.5583543541008962,0.5131767395249526,0.7215590615092811,0.0,0.010000000000000005
5309020,50933.198749990675,1.0,0.0,0.875,7.223817455937094,0.7742783981209799,0.6541294254358795,0.9659820783884658,0.6026991407836368,0.5137292623841124,0.5507392889505152,0.7089483065991752,0.5646585073302612,0.5099818121047764,0.7227749657982068,0.0,0.020000000000000046
5309076,50932.063011354316,1.0,0.0,0.875,7.20971037852671,0.7799312700994558,0.6495875351964194,0.9645810715161257,0.6034458224265749,0.5100685940675966,0.5448022518206443,0.7092647655066693,0.5648628956295287,0.5251562254723923,0.7209239314670469,0.0,0.020000000000000046
5309113,50933.4172970686,1.0,0.0,0.875,7.0821686855404495,0.7768586341142215,0.6386821132132957,0.963542543001071,0.6015754151580258,0.5109082710128179,0.5535322436718622,0.7092555614667241,0.5676336090950244,0.5195473608970834,0.7185051663959159,0.0,0.025000000000000046
5309680,50932.66308711188,1.0,0.0,0.875,6.81719778331329,0.7494541792364477,0.6415962642714791,0.9624723296758948,0.6018120748344614,0.5188514024114982,0.5417382841927194,0.7086743289810663,0.5514811936079448,0.5117037214337301,0.7191316470768206,0.0,0.025000000000000046
5309808,50932.30313287848,1.0,0.0,0.875,6.73624079566111,0.7814752718270854,0.6174444058664617,0.9622090644168453,0.6032471570985587,0.5157191985142375,0.5325556100639866,0.7086682394091879,0.5584564046847922,0.525592765450831,0.7231267461120245,0.0,0.025000000000000046
5309826,50932.88046621181,1.0,0.0,0.875,6.623310878734039,0.7785991826232196,0.6310521695815166,0.9624411892260724,0.6025407818392667,0.5126279994037847,0.5386534878761209,0.7089419561785173,0.5696501215437496,0.5238770974104482,0.7240066903992333,0.0,0.025000000000000046
5309852,50932.42046621181,1.0,0.0,0.875,6.934987510149893,0.7801705721559712,0.6231991777913156,0.9614128748543368,0.6038285659005879,0.5166803904163415,0.535136833292992,0.708657834143417,0.5622810156063905,0.511469401009911,0.7186455641798627,0.0,0.020000000000000046
5310216,50932.54222378757,1.0,0.0,0.875,6.531631650386147,0.778546461753567,0.6365694524207646,0.9621067145086383,0.6007547219880937,0.5063615197770978,0.5549096569762362,0.7089472310821066,0.561937472906794,0.5052183361357627,0.7161634934225595,0.0,0.020000000000000046
5310810,50933.12582984818,1.0,0.0,0.875,6.942578137569696,0.7833004799368873,0.6366612639540394,0.9647325603876502,0.601611626915522,0.48361854300367196,0.5475723387288455,0.7095536608984886,0.5697833326630017,0.49497621047318774,0.7081421434506625,0.0,0.020000000000000046
5311419,50933.516981363326,1.0,0.0,0.875,6.912944185475334,0.7580995211099293,0.6516603227906296,0.9639322482791168,0.6012535505361554,0.5091085300645816,0.545397775272389,0.7089650441176442,0.5622670059087175,0.5114865544746899,0.7252279590407258,0.0,0.020000000000000046
5311461,50932.361617726965,1.0,0.0,0.875,6.8483855442512205,0.7669966289641613,0.6551178548650689,0.9627652957501459,0.601217638253208,0.5109176173450508,0.5539737322020716,0.7089590206596895,0.567669071445998,0.5221083522493305,0.7209355608619828,0.0,0.020000000000000046
5311500,50930.969708636054,1.0,0.0,0.875,6.760015876027525,0.7683870182961492,0.6700988177588874,0.963880861134406,0.6012760592163064,0.4993824650447484,0.5501740147041597,0.708923926780157,0.5531247434085976,0.5093579128326925,0.718192206573272,0.0,0.025000000000000046
5311697,50930.43695579876,1.0,0.0,0.875,7.206241830304336,0.7650325367050093,0.6669543528909102,0.9647259961224457,0.6039507738903788,0.5075935287622229,0.5590788318951527,0.7089072256334458,0.5427236162977294,0.5157376477398113,0.7094471785963856,0.0,0.025000000000000046
5311746,50931.95951135432,1.0,0.0,0.875,6.85951501214795,0.7747078099075585,0.6626024769143937,0.9638081547175493,0.601002992426467,0.5143080536887238,0.5456177022448344,0.7089295516899011,0.5577284657409732,0.5085344535857939,0.7093800893807377,0.0,0.025000000000000046
5312052,50931.1829962028,1.0,0.0,0.875,6.619842676122975,0.7743012489139129,0.651479027017895,0.9646078021141216,0.6020333001447723,0.5072174579239578,0.5577077370389877,0.7089351190768888,0.5599201238137075,0.5196482567298591,0.713537898321155,0.0,0.025000000000000046
